date,total_new_cases,tokyo_new_cases,total_weekly_diff,tokyo_weekly_diff,total_severe_cases,tokyo_severe_cases,total_cum_deaths,tokyo_cum_deaths,total_daily_deaths,tokyo_daily_deaths
20210311,1315,335,147,56,354.0,39.0,8449.0,1536.0,49.0,18.0
20210312,1268,304,123,3,337.0,37.0,8507.0,1561.0,58.0,25.0
20210313,1317,330,272,37,328.0,40.0,8558.0,1577.0,51.0,16.0
20210314,982,239,-79,2,327.0,41.0,8588.0,1580.0,30.0,3.0
20210315,688,175,89,59,337.0,42.0,8620.0,1589.0,32.0,9.0
20210316,1130,300,5,10,335.0,42.0,8676.0,1605.0,56.0,16.0
20210317,1520,409,211,69,325.0,41.0,8715.0,1612.0,39.0,7.0
20210318,1492,323,177,-12,330.0,44.0,8756.0,1624.0,41.0,12.0
20210319,1453,303,185,-1,332.0,46.0,8788.0,1630.0,32.0,6.0
20210320,1517,342,200,12,324.0,47.0,8810.0,1632.0,22.0,2.0
20210321,1110,256,128,17,324.0,47.0,8833.0,1636.0,23.0,4.0
20210322,817,187,129,12,320.0,47.0,8859.0,1643.0,26.0,7.0
20210323,1485,337,355,37,328.0,42.0,8906.0,1661.0,47.0,18.0
20210324,1924,420,404,11,325.0,42.0,8936.0,1667.0,30.0,6.0
20210325,1914,394,422,71,323.0,41.0,8965.0,1674.0,29.0,7.0
20210326,2030,376,577,73,331.0,45.0,8996.0,1689.0,31.0,15.0
20210327,2073,430,556,88,341.0,44.0,9028.0,1705.0,32.0,16.0
20210328,1753,313,643,57,342.0,41.0,9058.0,1725.0,30.0,20.0
20210329,1340,234,523,47,368.0,40.0,9083.0,1737.0,25.0,12.0
20210330,2077,364,592,27,382.0,39.0,9110.0,1747.0,27.0,10.0
20210331,2832,414,908,-6,380.0,45.0,9159.0,1770.0,49.0,23.0
20210401,2598,475,684,81,394.0,44.0,9182.0,1774.0,23.0,4.0
20210402,2742,437,712,61,408.0,43.0,9209.0,1776.0,27.0,2.0
20210403,2755,446,682,16,431.0,48.0,9217.0,1776.0,8.0,0.0
20210404,2459,354,706,41,445.0,47.0,9227.0,1776.0,10.0,0.0
20210405,1553,248,213,14,451.0,46.0,9245.0,1779.0,18.0,3.0
20210406,2652,397,575,33,456.0,44.0,9275.0,1785.0,30.0,6.0
20210407,3459,554,627,140,464.0,41.0,9297.0,1789.0,22.0,4.0
20210408,3455,543,857,68,483.0,41.0,9330.0,1794.0,33.0,5.0
20210409,3511,537,769,100,511.0,43.0,9350.0,1798.0,20.0,4.0
20210410,3742,570,987,124,520.0,37.0,9379.0,1803.0,29.0,5.0
20210411,2848,421,389,67,563.0,39.0,9397.0,1803.0,18.0,0.0
20210412,2100,308,547,60,596.0,42.0,9422.0,1804.0,25.0,1.0
20210413,3445,511,793,114,608.0,41.0,9466.0,1811.0,44.0,7.0
20210414,4302,591,843,37,631.0,41.0,9497.0,1819.0,31.0,8.0
20210415,4569,728,1114,185,670.0,37.0,9535.0,1828.0,38.0,9.0
20210416,4518,666,1007,129,702.0,43.0,9581.0,1836.0,46.0,8.0
20210417,4790,758,1048,188,723.0,45.0,9619.0,1846.0,38.0,10.0
20210418,4087,541,1239,120,738.0,45.0,9638.0,1847.0,19.0,1.0
20210419,2891,404,791,96,769.0,47.0,9668.0,1847.0,30.0,0.0
20210420,4327,710,882,199,791.0,50.0,9707.0,1852.0,39.0,5.0
20210421,5279,842,977,251,805.0,48.0,9761.0,1856.0,54.0,4.0
20210422,5473,860,904,132,816.0,48.0,9797.0,1864.0,36.0,8.0
